0.040000 	 SD 
0.140000 	 OHH 
0.141497 	 SD 
0.420000 	 KD 
0.690000 	 SD 
0.980000 	 SDG 
1.230658 	 SD 
1.250000 	 PHH 
1.520000 	 SDG 
1.790000 	 SD 
1.793741 	 OHH 
2.080000 	 SDG 
2.230000 	 SD 
2.340000 	 CHH 
2.610000 	 SD 
2.770000 	 SD 
2.864762 	 KD 
2.870000 	 OHH 
3.160000 	 SDG 
3.310000 	 SD 
3.420000 	 SD 
3.424943 	 OHH 
3.600000 	 SDG 
3.700000 	 SD 
3.890000 	 SDG 
3.990000 	 PHH 
4.140000 	 SD 
4.255057 	 SDG 
4.340680 	 SDG 
4.487256 	 OHH 
4.500000 	 SD 
4.680000 	 SDG 
4.780000 	 SDG 
5.042358 	 OHH 
5.050000 	 SD 
5.240000 	 SDG 
5.330000 	 SDG 
5.587302 	 OHH 
5.600000 	 SD 
5.770000 	 SDG 
5.870000 	 SDG 
6.030000 	 SD 
6.113379 	 KD 
6.120000 	 OHH 
6.410000 	 SDG 
6.550000 	 SD 
6.670000 	 PHH 
6.850000 	 SDG 
6.940000 	 SD 
7.210000 	 PHH 
7.420000 	 SDG 
7.500000 	 SDG 
7.680000 	 SDG 
7.770000 	 SDG 
7.940000 	 SDG 
8.030000 	 SD 
8.210000 	 KD 
8.320000 	 OHH 
8.510000 	 SDG 
8.590000 	 SDG 
8.740000 	 SD 
8.852608 	 PHH 
8.960000 	 SDG 
9.050000 	 SDG 
9.134875 	 KD 
9.140000 	 CRC 
9.410000 	 CHH 
9.590000 	 SD 
9.960000 	 PHH 
10.150000 	 SDG 
10.240000 	 SDG 
10.520000 	 PHH 
10.690000 	 SDG 
10.780000 	 SDG 
11.050000 	 PHH 
11.230000 	 SDG 
11.320000 	 SDG 
11.600000 	 PHH 
11.770000 	 SDG 
11.870000 	 SDG 
12.130000 	 PHH 
12.320000 	 SDG 
12.410000 	 SDG 
12.680000 	 PHH 
12.860000 	 SDG 
12.950000 	 SDG 
13.120000 	 SD 
13.220000 	 PHH 
13.410000 	 SDG 
13.500000 	 SDG 
13.770000 	 PHH 
13.950000 	 SDG 
14.040000 	 SDG 
14.310000 	 PHH 
14.500000 	 SDG 
14.580000 	 SDG 
14.860000 	 PHH 
15.040000 	 SDG 
15.130000 	 SDG 
15.400000 	 PHH 
15.580000 	 SDG 
15.670000 	 SDG 
15.940000 	 PHH 
16.140000 	 SDG 
16.230000 	 SDG 
16.490000 	 PHH 
16.680000 	 SDG 
16.780000 	 SDG 
17.040000 	 PHH 
17.230000 	 SDG 
17.320000 	 SDG 
17.490000 	 SD 
17.590000 	 PHH 
17.700000 	 SD 
17.780000 	 SD 
17.840816 	 SD 
17.850000 	 KD 
18.130000 	 PHH 
18.320000 	 SDG 
18.410000 	 SDG 
18.680000 	 PHH 
18.870000 	 SDG 
18.960000 	 SDG 
19.230000 	 PHH 
19.400000 	 SDG 
19.500000 	 SDG 
19.770000 	 PHH 
19.960000 	 SDG 
20.050000 	 SDG 
20.320000 	 PHH 
20.500000 	 SDG 
20.600000 	 SDG 
20.860000 	 PHH 
21.040000 	 SDG 
21.130000 	 SDG 
21.400000 	 PHH 
21.580000 	 SDG 
21.670000 	 SDG 
21.940000 	 PHH 
22.140000 	 SDG 
22.220000 	 SDG 
22.480000 	 PHH 
22.660000 	 SDG 
22.750000 	 SDG 
22.920000 	 SD 
23.010000 	 PHH 
23.210000 	 SDG 
23.300000 	 SDG 
23.570000 	 PHH 
23.750000 	 SDG 
23.840000 	 SDG 
24.010000 	 SD 
24.100000 	 PHH 
24.280000 	 SDG 
24.380000 	 SDG 
24.640000 	 PHH 
24.840000 	 SDG 
24.930000 	 SDG 
25.210000 	 PHH 
25.500000 	 SD 
25.660000 	 KD 
25.770000 	 PHH 
25.940000 	 SDG 
26.040000 	 SDG 
26.190000 	 SD 
26.300000 	 PHH 
26.580000 	 KD 
26.850000 	 PHH 
27.050000 	 SDG 
27.150000 	 SDG 
27.410000 	 PHH 
27.600000 	 SDG 
27.700000 	 SDG 
27.960000 	 PHH 
28.150000 	 SDG 
28.250000 	 SDG 
28.500000 	 PHH 
28.690000 	 SDG 
28.770000 	 SDG 
29.050000 	 PHH 
29.230000 	 SDG 
29.310000 	 SDG 
29.590000 	 PHH 
29.780000 	 SDG 
29.860000 	 SDG 
30.120000 	 PHH 
30.310000 	 SDG 
30.390000 	 SDG 
30.660000 	 PHH 
30.850000 	 SDG 
30.940000 	 SDG 
31.210000 	 PHH 
31.390000 	 SDG 
31.490000 	 SDG 
31.750000 	 PHH 
31.940000 	 SDG 
32.030000 	 SDG 
32.300000 	 PHH 
32.490000 	 SDG 
32.580000 	 SDG 
32.840000 	 PHH 
33.030000 	 SDG 
33.120000 	 SDG 
33.280000 	 SD 
33.370000 	 PHH 
33.580000 	 SDG 
33.660000 	 SDG 
33.930000 	 PHH 
34.110000 	 SDG 
34.200000 	 SDG 
34.470000 	 PHH 
34.660000 	 SDG 
34.750000 	 SDG 
34.910000 	 SD 
35.010000 	 PHH 
35.110000 	 SD 
35.190000 	 SD 
35.280000 	 KD 
35.285624 	 RDC 
35.570000 	 PHH 
35.730000 	 SD 
35.840000 	 SDG 
36.120000 	 PHH 
36.300000 	 SDG 
36.390000 	 SDG 
36.670000 	 PHH 
36.860000 	 SDG 
36.940000 	 SDG 
37.210000 	 PHH 
37.410000 	 SDG 
37.490000 	 SDG 
37.770000 	 PHH 
37.944308 	 SDG 
38.040000 	 SDG 
38.320000 	 PHH 
38.500000 	 SDG 
38.590000 	 SDG 
38.750000 	 SD 
38.850000 	 PHH 
39.040000 	 SDG 
39.140000 	 SD 
39.400000 	 PHH 
39.580000 	 SDG 
39.680000 	 SDG 
39.950000 	 PHH 
40.140000 	 SDG 
40.230000 	 SDG 
40.490000 	 PHH 
40.670000 	 SDG 
40.760000 	 SDG 
40.920000 	 SD 
41.020000 	 PHH 
41.220000 	 SDG 
41.310000 	 SD 
41.570000 	 OHH 
41.578231 	 SD 
41.860000 	 SDG 
42.110000 	 OHH 
42.400000 	 SDG 
42.570000 	 SD 
42.670000 	 SD 
42.678277 	 PHH 
42.840000 	 SD 
42.950000 	 KD 
43.210000 	 SD 
43.216689 	 PHH 
43.400998 	 SDG 
43.510000 	 SDG 
43.670000 	 SD 
43.780000 	 PHH 
43.970000 	 SDG 
44.060000 	 SD 
44.240000 	 SDG 
44.340000 	 KD 
44.345760 	 PHH 
44.550000 	 SDG 
44.640000 	 SDG 
44.780000 	 SD 
44.890000 	 PHH 
45.080000 	 SDG 
45.170000 	 SD 
45.450000 	 PHH 
45.610000 	 SDG 
45.710000 	 SDG 
45.850000 	 SD 
45.970000 	 PHH 
46.160000 	 SDG 
46.250000 	 SD 
46.420000 	 KD 
46.520000 	 PHH 
46.700000 	 SDG 
46.790000 	 SDG 
46.963810 	 SDG 
47.060000 	 PHH 
47.230000 	 SDG 
