0.307664 	 KD 
0.320000 	 CY 
0.900000 	 CY 
1.250000 	 SD 
1.630000 	 SD 
1.946939 	 CY 
1.960000 	 KD 
2.306122 	 CY 
2.320000 	 KD 
2.500000 	 CY 
2.880000 	 CY 
3.040000 	 CY 
3.400000 	 SD 
3.580000 	 CY 
3.790000 	 SD 
3.970000 	 SD 
4.140000 	 CY 
4.350000 	 SD 
4.510000 	 KD 
4.681723 	 CY 
4.690000 	 KD 
5.060000 	 SD 
5.067755 	 CY 
5.250000 	 CY 
5.786122 	 CY 
6.340000 	 CY 
6.540000 	 SD 
6.680000 	 KD 
6.810000 	 SD 
6.920000 	 SD 
7.010000 	 SD 
7.100000 	 SD 
7.180000 	 SD 
7.280000 	 SD 
7.380000 	 KD 
7.389751 	 CY 
7.590000 	 SD 
7.730000 	 KD 
7.738050 	 CY 
7.920000 	 CY 
8.110000 	 SD 
8.280000 	 SD 
8.459320 	 KD 
8.470000 	 CY 
8.640000 	 SD 
8.840000 	 SD 
9.010000 	 KD 
9.180000 	 KD 
9.350000 	 SD 
9.357642 	 CY 
9.560000 	 SD 
9.690000 	 CY 
9.890000 	 SD 
10.067302 	 KD 
10.080000 	 CY 
10.270000 	 SD 
10.400000 	 KD 
10.408345 	 CY 
10.590000 	 CY 
10.800000 	 SD 
11.020000 	 SD 
11.190000 	 KD 
11.200726 	 CY 
11.610000 	 SD 
11.750000 	 HH 
12.097596 	 CY 
12.110000 	 SD 
12.490000 	 SD 
12.630000 	 KD 
12.820000 	 KD 
12.833379 	 CY 
13.210000 	 SD 
13.390000 	 CY 
13.910000 	 CY 
14.300000 	 CY 
14.480000 	 CY 
14.870000 	 SD 
15.020000 	 CY 
15.400000 	 SD 
15.570000 	 CY 
15.770000 	 SD 
15.950000 	 SD 
16.110000 	 KD 
16.119002 	 CY 
16.310000 	 SD 
16.470000 	 KD 
16.477460 	 CY 
16.660000 	 CY 
16.890000 	 SD 
17.050000 	 SD 
17.205986 	 CY 
17.210000 	 KD 
17.390000 	 SD 
17.568798 	 CY 
17.580000 	 KD 
17.740000 	 SD 
17.860000 	 SD 
17.960000 	 SD 
18.040000 	 SD 
18.140000 	 SD 
18.240000 	 SD 
18.343764 	 CY 
18.350000 	 KD 
18.530000 	 SD 
18.680000 	 KD 
18.684807 	 CY 
18.860000 	 CY 
19.040000 	 SD 
19.192744 	 CY 
19.200000 	 KD 
19.400000 	 CY 
19.580000 	 SD 
19.750000 	 SD 
19.910000 	 KD 
20.100000 	 KD 
20.280000 	 SD 
20.470000 	 SD 
20.650000 	 CY 
20.830000 	 TT 
21.030000 	 CY 
21.240000 	 SD 
21.440000 	 SD 
21.630000 	 CY 
21.810000 	 SD 
21.970000 	 SD 
22.130000 	 KD 
22.134422 	 CY 
22.320000 	 SD 
22.500000 	 KD 
22.507392 	 CY 
22.700000 	 SD 
22.890000 	 SD 
23.050000 	 CY 
23.244626 	 CY 
23.430000 	 SD 
23.620000 	 SD 
23.760000 	 KD 
23.960000 	 KD 
